"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 04 12:25:04 IST 2022","Thu Aug 04 12:25:26 IST 2022","22364","","Advansed Web Interaction inventory","","Advansed Web Interaction inventory","INT_TC001: Demo Advansed Web interaction inventory","INT_TC001: Demo Advansed Web interaction inventory",""
